DCD,DCn
0.000669,0.0006693
0.000669,0.0006693
0.000669,0.0006693
0.000669,0.0006693
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
-0.00347,0.008621
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
-0.000148,0.000601
-0.000162,0.0008732
-0.000286,0.001151
-0.000409,0.001433
-0.000532,0.001719
-0.000655,0.002009
-0.000778,0.002301
-0.000901,0.002596
-0.00102,0.002892
-0.00115,0.003175
-0.00128,0.003418
-0.00142,0.003642
-0.00155,0.003846
-0.00169,0.004027
-0.00184,0.004183
-0.00198,0.00431
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
8.64e-05,0.0003347
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
-0.00198,0.00431
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
7.94e-07,0.0
8.22e-07,0.0
1.07e-06,0.0
1.32e-06,0.0
1.56e-06,0.0
1.81e-06,0.0
2.05e-06,0.0
2.3e-06,0.0
2.55e-06,0.0
2.8e-06,0.0
3.06e-06,0.0
3.33e-06,0.0
3.61e-06,0.0
3.88e-06,0.0
4.17e-06,0.0
4.46e-06,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
3.24e-07,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
4.46e-06,0.0
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.000645,-0.000601
0.000659,-0.0008732
0.000782,-0.001151
0.000906,-0.001433
0.00103,-0.001719
0.00115,-0.002009
0.00127,-0.002301
0.0014,-0.002596
0.00152,-0.002892
0.00165,-0.003175
0.00178,-0.003418
0.00191,-0.003642
0.00205,-0.003846
0.00219,-0.004027
0.00233,-0.004183
0.00248,-0.00431
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00041,-0.0003347
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00248,-0.00431
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00179,-0.001202
0.00181,-0.001746
0.00206,-0.002301
0.00231,-0.002866
0.00255,-0.003438
0.0028,-0.004018
0.00304,-0.004603
0.00329,-0.005192
0.00354,-0.005785
0.00379,-0.00635
0.00405,-0.006835
0.00432,-0.007285
0.0046,-0.007693
0.00488,-0.008055
0.00516,-0.008366
0.00545,-0.008621
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00132,-0.0006693
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
0.00545,-0.008621
